title,reference_text,generated_text,perplexity
Chicken Pie,"[""1 whole fryer"", ""1/2 tsp. salt"", ""1/2 tsp. pepper"", ""1 can cream of celery soup"", ""1 c. flour"", ""1 stick margarine"", ""1 c. buttermilk""][""Cook and remove chicken from bone and put in bottom of pan. Sprinkle salt and pepper over chicken."", ""Heat 2 cups chicken broth and can of soup and pour over chicken."", ""Mix flour, margarine (melted) and buttermilk, then spoon evenly over top of chicken. Bake at 425 degrees for 25 to 30 minutes or until golden brown.""]","Input: Generate a detailed recipe for Chicken Pie, including ingredients and cooking instructions.
Output:
Title: Chicken Pie Recipe

**Chicken Pie Recipe**

**Ingredients**

- For the pastry:
   - 1 and 1/2 cups (150g) of self-raising flour
   - 1/2 cup (80g) of unsalted butter, cold and cut into small cubes
   - 1/2 cup (40g) of granulated sugar
   - 1 and 1/2 teaspoons of baking powder
- For the filling:
   - 1 pound (450g) of boneless, skinless chicken breasts, diced
   - 1 medium white onion, finely chopped
   - 3 cloves of garlic, minced
   - 1 medium green bell pepper, finely chopped
   - 1 medium red bell pepper, finely chopped
   - 1 medium yellow bell pepper, finely chopped
   - 1 medium zucchini, finely chopped
   - 1 medium carrot, finely chopped
   - 1/2 cup (60ml) of chicken broth
   - 2 tablespoons of all-purpose flour
   - 2 tablespoons of unsweetened almond milk or full-fat coconut milk
   - 2 tablespoons of unsweetened apple juice (or use chicken broth or almond milk)
   - 1 teaspoon of ground thyme
- For the gravy:
   - 1 tablespoon of butter
   - 1 tablespoon of all-purpose flour
   - 1/2 cup (60ml) of chicken broth
   - 1/2 cup (60ml) of unsweetened almond milk or full-fat coconut milk
   - 2 teaspoons of granulated sugar
   - 1 teaspoon of ground thyme

**Instructions**

1. Preheat your oven to 375°F (190°C) and line a 9-inch (23 cm) pie dish with a piece of parchment paper or a piece of foil that has been brushed with some oil or spray.

2. To make the pastry, begin by combining the flour, baking powder, granulated sugar, and butter in a large mixing bowl or the bowl of a stand mixer. Use your fingers or the paddle attachment of your stand mixer to rub the butter into the dry ingredients until it resembles fine breadcrumbs.

3. Make a well in the center of the dry ingredients and add the cold unsalted butter cubes. Use your fingertips to work the butter into the dry ingredients, gradually pulling the mixture together until you have formed a rough dough.",1.7748758356781091
Ginger Cookies,"[""1/2 c. applesauce"", ""3 pkg. sweetener"", ""1/8 tsp. ginger"", ""pinch of salt"", ""2/3 c. powdered milk"", ""1/2 tsp. cinnamon"", ""pinch of cloves""][""Mix all dry ingredients together thoroughly; add applesauce. Mix well."", ""Drop by teaspoon onto a nonstick cookie sheet."", ""Bake at 350\u00b0 for 10 to 15 minutes.""]","Input: Generate a detailed recipe for Ginger Cookies, including ingredients and cooking instructions.
Output: Sure, I'd be happy to help! Here's a recipe for Ginger Cookies that is sure to impress.

Ingredients:
- 1 1/2 cups all-purpose flour
- 1 tsp baking powder
- 1/2 tsp baking soda
- 1/2 tsp ground ginger
- 1/2 tsp ground cinnamon
- 1/2 tsp ground allspice
- 1/2 tsp ground nutmeg
- 1/2 tsp salt
- 3/4 cups unsalted butter, at room temperature
- 1/2 cup (1 stick) unsalted butter, at room temperature
- 1/2 cup granulated sugar
- 1/2 cup packed light-brown sugar
- 1 large egg
- 1/2 tsp pure ginger paste (available at specialty stores or online)
- 1/4 tsp ground allspice (available at specialty stores or online)
- 1/4 tsp ground black pepper (available at specialty stores or online)
- 1/4 tsp ground ginger (available at specialty stores or online)
- 1/4 tsp ground nutmeg (available at specialty stores or online)
- 1/4 cup granulated sugar for rolling
- 1/4 cup granulated sugar for dusting
- 1/2 tsp ground ginger (for rolling)

Instructions:

1. Preheat your oven to 350°F (175°C) and line two large baking sheets with parchment paper.

2. In a medium-sized bowl, whisk together the flour, baking powder, baking soda, ground ginger, ground cinnamon, ground allspice, and ground nutmeg. Set aside.

3. In a large bowl, or using a stand mixer fitted with the beaters, beat the unsalted butter, unsalted butter, granulated sugar, and light-brown sugar until well combined and creamy.

4. Add the egg, ginger paste, ground allspice, ground black pepper, and ground ginger to the bowl, and beat until well combined and the mixture is smooth.

5. Gradually add the dry ingredients to the wet ingredients, and mix until just combined.

6. Divide the dough into 12 equal-sized balls. Roll each ball in granulated sugar, and then in granulated sugar again, to coat them evenly.

7. Place the coated balls on the prepared baking sheets, spacing them about 2 inches apart.

8. Bake the cookies",1.4960555799722197
Bacon Nuts,"[""1 can water chestnuts, drained (8 oz.)"", ""1/4 c. soy sauce"", ""1/2 lb. bacon""][""Soak water chestnuts in soy sauce for 4 hours."", ""Wrap each chestnut in a 1/2 strip of bacon and secure with a toothpick. Broil until brown.""]","Input: Generate a detailed recipe for Bacon Nuts, including ingredients and cooking instructions.
Output: Bacon Nuts Recipe

**Ingredients**

- 1/2 cup unsalted butter, melted
- 1/2 cup brown sugar
- 1/2 cup white sugar
- 1 Egg
- 1 tsp pure vanilla extract
- 1 1/2 cups old-fashioned oats
- 1 1/2 cups rolled wheat cereal (such as Kix or Rice Bubbles)
- 1/2 cup chopped peanuts
- 1/2 cup chopped almonds
- 1/2 cup chopped bacon (diced into small pieces)

**Instructions**

1. Line a large baking sheet with parchment paper or a silicone baking mat.

2. Melt the butter and brown sugar in a medium saucepan over medium heat, stirring constantly until smooth.

3. Once the butter and sugar are melted, remove the pot from the heat and let it cool slightly, about 2 minutes.

4. Add the egg and vanilla extract and continue to stir until everything is well combined.

5. In a separate bowl, combine the old-fashioned oats, wheat cereal, chopped peanuts, and chopped almonds.

6. Pour the liquid mixture into the dry ingredients and stir until evenly coated.

7. Using a spoon or your hands, form small (1 1/2-inch) balls with the mixture, placing them about 2 inches apart on the prepared baking sheet.

8. Bake the Bacon Nuts for 10-12 minutes, or until lightly golden around the edges.

9. Remove the baking sheet from the oven and press a few extra chopped peanuts or almonds into the top of each ball.

10. Let the Bacon Nuts cool completely on the baking sheet before enjoying. Store in an airtight container at room temperature for up to a week.

Enjoy your tasty Bacon Nuts! These bite-sized snacks are perfect for any occasion, and their irresistible taste combo of bacon, peanuts, and almonds will leave you wanting more.",1.867333950636849
Pina Colada Cake,"[""1 box Duncan Hines butter cake mix"", ""4 eggs"", ""1/2 c. oil"", ""1 c. water"", ""1 can cream of coconut"", ""1 can crushed pineapple (optional)"", ""1 large Cool Whip"", ""flaked coconut""][""Preheat oven to 350\u00b0."", ""Mix cake mix, eggs, oil and water. Bake in an oblong pan for 30 minutes."", ""Remove from oven and poke holes in cake."", ""Stir and then pour the cream of coconut over the cake while it is hot."", ""Refrigerate cake to cool."", ""Top cake with crushed pineapple, Cool Whip and coconut."", ""Keep refrigerated.""]","Input: Generate a detailed recipe for Pina Colada Cake, including ingredients and cooking instructions.
Output:
Title: Pina Colada Cake Recipe

**Ingredients**
- 8 inch round cake pans (2)
- 1 ¼ cups all-purpose flour
- 1 ½ cups granulated sugar
- 1 ½ cups unsweetened shredded coconut (2 cups)
- 2 large eggs
- 1 ½ cups vegetable oil
- 1 (14 oz) can sweetened condensed milk
- 1 (14 oz) can coconut cream
- 1 ½ tsp pure vanilla extract
- Fresh pineapple, diced (for topping)

**Instructions**

1. Preheat the oven to 350°F (175°C) and grease the cake pans with cooking spray or butter.

2. In a large mixing bowl, combine the flour, sugar, and shredded coconut until well mixed.

3. Add the eggs, oil, and sweetened condensed milk into the dry ingredients and mix until well combined.

4. Divide the batter equally between both prepared cake pans and bake for 30-35 minutes or until a toothpick inserted into the center of the cakes comes out clean.

5. Allow the cakes to cool completely before moving on to the next steps.

**Coconut Cream Filling**

1. In a medium-sized bowl, whisk the coconut cream, sweetened condensed milk, and pure vanilla extract until well combined and smooth.

2. Allow the cake layers to cool completely before layering them with the coconut cream filling. Once the layers are cool, spread a thick layer of the filling between the layers and on the outer edges of the cakes.

**Coconut Topping**

1. In a small mixing bowl, combine the finely shredded coconut, sugar, and melted butter. Mix until the mixture is evenly moistened and crumbly.

2. Spread the coconut topping evenly over the chilled cakes, covering the entire surface of the cakes.

3. Decorate the cakes with fresh pineapple slices, if desired.

4. Chill the cakes in the refrigerator for at least 30 minutes before slicing and serving.

This Pina Colada Cake recipe makes two 8-inch round cakes with a coconut cream filling and a delicious coconut topping. Enjoy your delicious dessert with some ice-cold coconut milk or a fruity cocktail like the Pina Colada!",1.8196293245210229
Grasshopper Salad,"[""1 box pistachio pudding (instant)"", ""1 (12 oz.) Cool Whip"", ""1 can crushed pineapple with the juice"", ""1/2 c. nuts"", ""1 c. mini marshmallows""][""Mix pudding mix and Cool Whip together."", ""Add the rest of the ingredients and stir well."", ""Refrigerate."", ""May be used immediately.""]","Input: Generate a detailed recipe for Grasshopper Salad, including ingredients and cooking instructions.
Output: Sure, I'd be happy to help!

Grasshopper Salad Recipe

Ingredients:
- 12 oz. (340g) greek yogurt, drained and packed
- 1/2 cup (50g) finely chopped fresh cilantro
- 1/2 cup (50g) finely chopped fresh mint
- 1/2 cup (35g) finely chopped fresh dill
- 1/2 cup (50g) finely chopped fresh parsley
- 1/2 cup (50g) finely chopped fresh basil
- 1/2 cup (60g) finely chopped fresh chives
- 1/4 cup (15g) finely chopped fresh garlic
- 1/4 cup (15g) finely chopped fresh ginger
- 1/4 cup (15g) finely chopped fresh lime juice
- 1/4 cup (15g) finely chopped fresh lemon juice
- 1/4 cup (15g) finely chopped fresh honey
- 2 tablespoons (29.6 g) finely chopped fresh lime zest
- 1 tablespoon (14.8 g) finely chopped fresh chili pepper (jalapeño or serrano)
- 1 (5-oz.) (15g) can of whole kernel corn
- 1 (5-oz.) (15g) can of black beans, rinsed and drained
- 1 (6-oz.) avocado, sliced
- 2 cups (180g) mixed greens, such as romaine, spinach, and kale
- 2 tablespoons (29.6 g) olive oil
- 2 tablespoons (29.6 g) fresh lime juice
- 1 tablespoon (15g) honey
- Salt and pepper, to taste
- 1/2 cup (50g) shaved chocolate, finely chopped
- 1/2 cup (50g) chopped toasted almonds, for serving

Instructions:

1. In a large bowl, combine Greek yogurt, fresh herbs, fresh dill, fresh chives, fresh garlic, fresh ginger, fresh lime juice, fresh lemon juice, fresh honey, fresh lime zest, salt, and pepper. Mix until well combined.

2. In a separate small bowl, combine chili pepper, corn, black beans, olive oil, fresh lime juice, honey, and salt and pepper to taste. Mix until well combined.

3. In a large salad bowl, layer mixed greens, Greek yogurt herb mixture, and black bean mixture, alternating",1.7027193020111702
Chocolate Biscotti,"[""1 c. sugar"", ""2 1/2 c. flour"", ""1 tsp. vanilla"", ""1/2 tsp. salt"", ""1 c. butter"", ""1 c. cocoa"", ""1 Tbsp. baking powder"", ""1 tsp. coffee granuales"", ""4 eggs"", ""1 (8oz.) pkg. semi sweet Chocolate chips, melted and opt."", ""1/4 c. almonds, chopped""][""At medium speed beat sugar and butter."", ""Add 1 c. flour and then the rest of the ingredients."", ""Add the other 1 1/2 c. flour."", ""Pat dough into 2 (12x3) loaves."", ""Bake on cookie sheet for 25-30 minutes at 350\u00b0."", ""Remove and cool for 20 minutes."", ""Remove loaves to a cutting board and cut slices about 1/2-inch wide into cookies. Place flat on a cookie sheet and bake again at 350\u00b0 for 20 minutes. Cool completely."", ""Melt chocolate in a double boiler and brush each cookie with the chocolate and sprinkle with the chopped almonds.""]","Input: Generate a detailed recipe for Chocolate Biscotti, including ingredients and cooking instructions.
Output: Chocolate Biscotti Recipe

**Ingredients:**

* 1 1/2 cups (150g) all-purpose flour
* 1/2 cup (1.5 tablespoons) unsweetened cocoa powder
* 1/2 teaspoon baking powder
* 1/2 teaspoon baking soda
* 1/2 teaspoon salt
* 3/4 cup (120g) granulated sugar
* 3/4 cup (120g) unsweetened cocoa powder
* 1/2 cup (50g) softened unsalted butter, room temperature
* 6 large eggs
* 1/2 cup (50g) granulated sugar
* 2 ounces (57.5g) 90% dark chocolate, chopped
* 1/4 cup (35g) chopped almonds
* 1/4 cup (20g) chopped walnuts
* 1 teaspoon vanilla extract

**Instructions:**

1. Preheat the oven to 350°F (180°C) and line a large baking sheet with parchment paper.

2. In a medium-sized mixing bowl, combine the flour, cocoa powder, baking powder, and salt. Mix until well combined.

3. In a large mixing bowl, or using a stand mixer, cream the sugar and cocoa powder until well combined.

4. Add the butter, one piece at a time, mixing well after each addition.

5. Add the eggs, one at a time, mixing well after each addition.

6. Add the sugar and continue mixing until the dough becomes smooth and glossy. Add the chocolate, almonds, and walnuts, and mix just until distributed.

7. Divide the dough in half and shape each half into a log about 14 inches (35cm) long, 2 inches (5cm) wide, and 1.5 inches (4cm) thick.

8. Place the logs 2 inches (5cm) apart on the prepared baking sheet. Bake for 25-30 minutes, or until the edges are firm and the tops are cracked.

9. Remove the logs from the oven and allow them to cool completely on the baking sheet. Once cool, reduce the oven temperature to 325°F (160°C).

10. Preheat the oven to 325°F (160°C) and slice each log into 1/2-inch-thick slices. Place the slices cut-side down on the baking sheet, leaving about 2 inches",1.6608411962572802
Velveeta Cheese Fudge,"[""1/2 lb. Velveeta cheese"", ""2 sticks oleo"", ""2 lb. confectioners sugar"", ""1/2 c. cocoa"", ""1 tsp. vanilla"", ""nuts""][""Melt cheese and oleo on low."", ""Mix confectioners sugar, cocoa and vanilla."", ""Pour cheese mixture into sugar mixture."", ""Mix well and add nuts."", ""Pat into buttered dish, 9 x 12-inch."", ""Can be cut immediately."", ""Makes about 2 1/2 pounds.""]","Input: Generate a detailed recipe for Velveeta Cheese Fudge, including ingredients and cooking instructions.
Output:
Velveeta Cheese Fudge
Ingredients:
- 12 oz. (317 g) Velveeta Cheese, cut into small cubes
- 1/2 cup (115 g) white sugar
- 1/2 cup (120 ml) packed brown sugar
- 1/2 teaspoon (2.5 ml) cream of tartar
- 1/2 teaspoon (2.5 ml) baking soda
- 1/2 teaspoon (2.5 ml) salt
- 2 large egg whites
- 1 teaspoon (5 g) pure vanilla extract
- 1/2 cup (60 g) powdered sugar
- 1/2 teaspoon red food coloring (optional)
- 1/2 teaspoon green food coloring (optional)
- Chopped pecans (optional)

Instructions:
1. Line an 8-inch square baking dish with aluminum foil, leaving extra at the two long sides of the dish. Grease foil with butter or cooking spray.
2. In a medium-sized saucepan, melt the Velveeta cheese over medium heat, stirring constantly until smooth. Be careful not to burn the bottom of the pan.
3. Once the cheese has melted, remove the pan from the heat and let it cool slightly.
4. In a large mixing bowl, combine the melted Velveeta cheese, white sugar, and brown sugar. Mix until well combined and smooth.
5. Add the egg whites, cream of tartar, baking soda, and salt to the large mixing bowl. Beat until well combined and the fudge has a smooth consistency.
6. If desired, add a few drops of green food coloring to the fudge mixture, and mix until the desired green color is achieved.
7. Add the powdered sugar to the fudge mixture and mix until well combined. You may need to add more powdered sugar if the fudge is too runny.
8. Place the fudge into the prepared baking dish, spreading it evenly. Sprinkle chopped pecans over the fudge if desired.
9. Place the fudge into the refrigerator for at least 2 hours, or until it has firmed up enough to cut into squares.
10. Once the fudge has firmed up, remove it from the refrigerator and remove it from the aluminum foil. Cut the fudge into squares using a sharp knife.
11. Serve the fudge immediately, or store any remaining fudge in an airtight container in the refrigerator for up to 3 days",1.7303779342413161
Pumpkin Crisp,"[""16 oz. c. solid pumpkin"", ""14 oz. c. sweetened condensed milk"", ""1/2 c. sugar"", ""1 tsp. cinnamon"", ""1/2 tsp. nutmeg"", ""3 eggs, beaten"", ""1 box yellow cake mix"", ""1 c. chopped nuts"", ""1 c. margarine""][""Mix first 6 ingredients and pour into greased 9 x 13-inch or two 8 x 8-inch pans."", ""Sprinkle cake mix over mixture."", ""Press nuts into cake mix."", ""Drizzle melted margarine over cake mix."", ""Bake at 350\u00b0 for 1 hour."", ""Can be frozen.""]","Input: Generate a detailed recipe for Pumpkin Crisp, including ingredients and cooking instructions.
Output: Here's a delicious and easy-to-make Pumpkin Crisp recipe that will surely please your taste buds. With its perfect blend of pumpkin puree, cinnamon, ginger, and nutmeg, this crispy treat is a perfect fall dessert or snack.

Ingredients:
- 6 cups of sliced or crushed old-fashioned oats (1 1/2 cups uncooked)
- 1/2 cup of granulated sugar
- 1/2 cup rolled oats
- 1/2 cup packed light brown sugar
- 1/2 tsp ground ginger
- 1/2 tsp ground allspice
- 1/4 tsp ground cinnamon
- 1/4 tsp ground nutmeg
- 1/2 cup unsweetened applesauce
- 1/2 cup packed light-colored sugar
- 1/4 cup unsweetened shredded coconut
- 1/2 cup canned pumpkin puree (14 ounces)
- 1/2 tsp vanilla extract
- 1/4 cup unsweetened shredded coconut
- 1 tbsp granulated sugar
- 1 tbsp unsweetened shredded coconut
- 1/2 cup chopped walnuts (optional)

Instructions:
1. Preheat your oven to 375°F (190°C). Lightly grease a 3-quart baking dish with cooking spray or butter.
2. In a large bowl, combine the oats, 1/2 cup of granulated sugar, 1/2 cup rolled oats, 1/2 cup packed light brown sugar, 1/2 tsp ground ginger, 1/2 tsp ground allspice, 1/4 tsp ground cinnamon, and 1/4 tsp ground nutmeg. Mix well until everything is evenly distributed.
3. In another large bowl, whisk together the unsweetened applesauce, packed light-colored sugar, and 1/4 cup unsweetened shredded coconut until well combined.
4. Add the canned pumpkin puree, 1/2 tsp vanilla extract, and 1/4 cup unsweetened shredded coconut into the sugar mixture, and mix until everything is evenly combined and smooth.
5. Transfer the pumpkin mixture into the greased baking dish, and spread it evenly with a spatula.
6. Sprinkle the chopped walnuts (if using) and 1/4 cup unsweetened shredded coconut evenly over the top of the pumpkin mixture.
7. Use a spatula or your hands to gently press the nutmeg-spiced oatmeal",1.645504254608231
Hummingbird Cake,"[""3 c. all-purpose flour"", ""2 c. sugar"", ""1 tsp. baking soda"", ""1 tsp. salt"", ""1 tsp. cinnamon"", ""3 eggs, beaten"", ""1 c. vegetable oil"", ""1 1/2 tsp. vanilla extract"", ""1 (8 oz.) can crushed pineapple (undrained)"", ""1 c. chopped pecans"", ""2 c. chopped bananas"", ""1/2 c. chopped pecans"", ""1 (8 oz.) pkg. cream cheese"", ""1/2 c. butter or margarine, softened"", ""1 (16 oz.) pkg. powdered sugar, sifted"", ""1 tsp. vanilla""][""Combine first 5 ingredients in a large mixing bowl; add eggs and oil, stirring until dry ingredients are moistened."", ""Do not beat."", ""Stir in vanilla, pineapple, 1 cup pecans and bananas.""]","Input: Generate a detailed recipe for Hummingbird Cake, including ingredients and cooking instructions.
Output:
Hummingbird Cake is a sweet, tropical-inspired dessert that combines the flavors of banana, pineapple, and coconut with rich cocoa and pecans. The name stems from the many fruits and nuts used in the cake, which are said to mimic the colors and flavors of a hummingbird's feast.

Ingredients:
- 1 (15 oz) can crushed pineapple, well-drained (14 oz)
- 1/2 cup (1 stick) unsalted butter, softened
- 1/2 cup (1 stick) packed brown sugar
- 1/2 teaspoon ground ginger
- 1/2 teaspoon ground cinnamon
- 1/2 teaspoon ground allspice
- 1/2 teaspoon ground nutmeg
- 1 (12-oz) pkg. (4-oz each) cream cheese, room temperature
- 1 1/2 cups (185g) all-purpose flour
- 1/2 cup (1 stick) unsalted butter, room temperature
- 1/2 cup (1 stick) packed light-brown sugar
- 1/2 teaspoon baking powder
- 1/2 teaspoon baking soda
- 1/2 teaspoon salt
- 1/2 cup (1 stick) unsweetened coconut, finely flaked
- 1/2 cup (1 stick) chopped pecans
- 1 large ripe banana, mashed (about 1 1/2 cups)
- 1/2 cup coarsely chopped unsweetened coconut (from 1 12-oz. can)
- 1/2 cup packed light-brown sugar
- 1/2 cup (1 stick) unsalted butter, room temperature
- 1 1/2 cups (180 g) powdered sugar
- 1 tablespoon freshly squeezed lemon juice
- 1/4 teaspoon ground ginger
- 1/4 teaspoon ground allspice
- 1/4 teaspoon ground nutmeg
- 1/4 teaspoon ground cinnamon
- 1/4 teaspoon ground cloves
- 1/4 teaspoon ground cardamom
- 1/4 teaspoon ground turmeric (optional)
- 1 teaspoon lemon zest (optional)

Instructions:

1. Preheat the oven to 350°F (160°C) and grease a 9-inch (22.86 cm) cake pan with butter. Set aside.

2. In a large bowl, combine the crushed pineapple, mashed banana, and unsalted butter. Beat until smooth and well combined.

3",1.7610636423444603
Breakfast Burritos,"[""1/2 lb. mild sausage, cooked"", ""7 eggs"", ""1 oz. diced tomatoes"", ""1/2 oz. minced onion"", ""1/2 tsp. pepper"", ""1/2 oz. mild green chili peppers"", ""cheese (optional)"", ""flour tortillas""][""Beat eggs in separate container."", ""Mix other ingredients."", ""In large skillet, lightly buttered, put sausage mix."", ""Add eggs; stir until eggs are softly cooked."", ""Remove from heat."", ""Place eggs in spaghetti strainer (something to let the juice drain through). Soften flour tortillas."", ""Take 1 tortilla; place 1 slice of cheese in center, then 2 tablespoons of mixture."", ""Wrap in wax paper."", ""Can be frozen."", ""Yields 10 to 12 burritos.""]","Input: Generate a detailed recipe for Breakfast Burritos, including ingredients and cooking instructions.
Output: Here's a delicious and satisfying breakfast recipe that you can enjoy any day of the week! Breakfast Burritos are a great way to start your morning and provide all the essential nutrients you need to power through your day.

Ingredients:
- 8 large flour tortillas
- 1/2 cup cooked and crumbled bacon or sausage
- 1/2 cup shredded cheddar cheese
- 1/4 cup diced green pepper
- 1/4 cup diced onion
- 1/4 cup whipped cream cheese
- 1/4 cup mashed black or pinto beans
- 2 tablespoons salsa
- 2 tablespoons diced tomatoes
- 2 tablespoons chopped fresh cilantro
- 2 large eggs, beaten with a pinch of salt
- 1/2 cup shredded Monterey Jack or cheddar cheese
- 1/4 cup diced avocado
- 1 tablespoon sour cream or Greek yogurt
- 1 tablespoon hot sauce (such as sriracha or chipotle)
- 1 tablespoon olive oil
- Salt and pepper, to taste

Instructions:
1. Preheat your skillet or griddle over medium heat.
2. Place a tortilla on the skillet and spread 1/4 cup of whipped cream cheese, 1/4 of the cooked bacon or sausage, 1/4 of the shredded cheese, 1/4 of the diced green pepper, 1/4 of the diced onion, 1/4 of the mashed black beans, and 1 tablespoon of salsa.
3. Fold one short end of the tortilla over the filling, then fold the opposite short end over the filling, and then fold each long side in towards the center.
4. When the underside of the tortilla is lightly browned, flip the burrito over and cook the other side until browned, about 1-2 minutes.
5. Repeat the process with the remaining tortillas and filling.

6. In a large bowl, whisk together the remaining eggs, a pinch of salt, and a splash of milk or water until well beaten.
7. Heat 1 tablespoon of olive oil in a small skillet over medium heat. When the oil is hot, pour the beaten eggs into the skillet and cook the eggs until the edges start to set and the surface starts to look dry, about 1-2 minutes.
8. Slice the cooked eggs into strips or small squares.
9. To assemble the burritos, place a warmed tortilla on a plate,",1.6985673428370833
Frothy Orange Slush,"[""1 (6 oz.) can frozen orange juice concentrate"", ""1 c. water"", ""1/4 c. sugar"", ""1/3 c. milk"", ""1 tsp. vanilla"", ""12 ice cubes""][""Mix all ingredients in a blender until ice cubes make a slush. Pour into glasses."", ""Drink immediately."", ""Store unused portion in freezer.""]","Input: Generate a detailed recipe for Frothy Orange Slush, including ingredients and cooking instructions.
Output: Here's a delicious and refreshing Frothy Orange Slush recipe that you can make at home! This drink is perfect for hot summer days or when you're in the mood for something sweet and refreshing.
Ingredients:
- 1 cup (8 oz) fresh orange juice
- 1/2 cup (2 oz) granulated sugar
- 1/2 cup (2 oz) cold water
- 1/2 teaspoon cream of tartar
- 1/2 teaspoon vanilla extract
- 4 to 6 ice cubes
- 1/2 cup (2 oz) heavy whipping cream, chilled
- 1/4 cup (1 oz) granulated sugar, divided
- 1/4 teaspoon vanilla extract
- 2 tablespoons orange zest, for garnish (optional)

Instructions:
1. In a medium-sized saucepan, combine orange juice, sugar, and water.
2. Over medium heat, cook the mixture, stirring constantly, until the sugar dissolves.
3. Remove the saucepan from the heat, and add the cream of tartar. The mixture will bubble up, so be careful.
4. Add the vanilla extract and stir gently.
5. Divide the ice cubes into two large glasses.
6. Divide the frothy mixture equally between the glasses.
7. Whip the heavy whipping cream with granulated sugar and vanilla extract until soft peaks form.
8. Sprinkle some orange zest over the top of each glass.
9. Garnish with additional orange zest, if desired.
10. Serve the Frothy Orange Slush immediately, and enjoy!

This recipe makes two 8 oz glasses of Frothy Orange Slush. You can easily double or triple the recipe to serve more guests.

If you're feeling fancy, you can also try adding different flavors or mix-ins to the orange juice, such as lemon juice, lime juice, or mint leaves. Just be sure to adjust the sugar and water amounts accordingly.

Enjoy your Frothy Orange Slush!",1.8636903733537138
Clams And Cheese,"[""1/2 lb. Velveeta cheese"", ""1 can minced clams"", ""2 medium onions"", ""1/2 green pepper"", ""1/2 tsp. prepared mustard"", ""1 tsp. Worcestershire sauce"", ""3 Tbsp. chili sauce"", ""dash of Tabasco sauce (optional)""][""Melt cheese in a frypan."", ""In another frypan, saute onions and diced peppers in butter; add clams and their juice."", ""Cook over medium heat for 10 minutes; add remaining ingredients.""]","Input: Generate a detailed recipe for Clams And Cheese, including ingredients and cooking instructions.
Output: Clams And Cheese is a delicious and mouthwatering seafood dish that is sure to impress your guests. This recipe serves 4 people and is easy to make with just a few ingredients.

Ingredients:
- 12 ounces of dried small shell or littleneck clams, soaked overnight in cold water, and drained
- 1/2 cup of dry white wine
- 1/2 cup of chicken broth
- 1/4 cup of fresh lemon juice
- 1 tablespoon of olive oil
- 1/2 teaspoon of dried thyme
- Salt and freshly ground black pepper
- 8 ounces of shredded sharp American cheese, such as cheddar or provolone
- 8 ounces of shredded mozzarella cheese
- 8 ounces of sliced new potatos, cooked and drained
- 2 tablespoons of butter
- 2 tablespoons of fresh parsley, chopped
- 2 tablespoons of fresh chives, chopped
- 2 tablespoons of fresh tarragon, chopped
- 2 tablespoons of fresh oregano, chopped (optional)

Instructions:
1. Preheat your oven to 400°F (200°C).

2. In a large pot or Dutch oven, combine the clams, wine, chicken broth, lemon juice, olive oil, thyme, salt, and pepper. Stir well, and bring the mixture to a boil over high heat.

3. Add the shredded cheese, mozzarella, and new potatoes to the pot, and stir until the cheese has melted and the potatoes are tender.

4. Transfer the clam and cheese mixture to a 9x13-inch baking dish, spreading it evenly.

5. Dot the top of the dish with the butter, and then sprinkle the chopped parsley, chives, tarragon, and oregano (if using) over the top.

6. Bake the dish for 10-15 minutes, or until the top is golden brown and the seafood is cooked through.

7. Serve the Clams And Cheese hot, garnished with more fresh herbs if desired. Enjoy!",1.7253158863669429
