title,reference_text,generated_text,perplexity
Chicken Pie,"[""1 whole fryer"", ""1/2 tsp. salt"", ""1/2 tsp. pepper"", ""1 can cream of celery soup"", ""1 c. flour"", ""1 stick margarine"", ""1 c. buttermilk""][""Cook and remove chicken from bone and put in bottom of pan. Sprinkle salt and pepper over chicken."", ""Heat 2 cups chicken broth and can of soup and pour over chicken."", ""Mix flour, margarine (melted) and buttermilk, then spoon evenly over top of chicken. Bake at 425 degrees for 25 to 30 minutes or until golden brown.""]","Create a recipe for the dish Chicken Pie. Include the [ingredients], and [directions]. 
Here is an example of a recipe:\n\[title]: No-Bake Nut Cookies\n [ingredients]: [""1 c. firmly packed brown sugar"", ""1/2 c. evaporated milk"", ""1/2 tsp. vanilla"", ""1/2 c. broken nuts (pecans)"", ""2 Tbsp. butter or margarine"", ""3 1/2 c. bite size shredded rice biscuits""]\n [directions]: [""In a heavy 2-quart saucepan, mix brown sugar, nuts, evaporated milk and butter or margarine."", ""Stir over medium heat until mixture bubbles all over top."", ""Boil and stir 5 minutes more. Take off heat."", ""Stir in vanilla and cereal; mix well."", ""Using 2 teaspoons, drop and shape into 30 clusters on wax paper."", ""Let stand until firm, about 30 minutes.""]

## Chicken Pot Pie 

[ingredients]: 
* **Filling:**
    * 1 tbsp olive oil
    * 1 onion, chopped
    * 2 carrots, chopped
    * 2 celery stalks, chopped
    * 1 lb boneless, skinless chicken breasts, cubed
    * 1/2 cup all-purpose flour
    * 3 cups chicken broth
    * 1/2 cup frozen peas
    * 1/4 cup chopped fresh parsley
    * Salt and pepper to taste
* **Crust:**
    * 1 sheet (14.1 ounces) refrigerated pie crust

[directions]: 
1. **Preheat oven** to 375 degrees F (190 degrees C).
2. **Prepare the filling:** Heat olive oil in a large skillet over medium heat. Add onion, carrots, and celery and cook until softened, about 5 minutes. Add chicken and cook until browned on all sides, about 5 minutes more. 
3. Stir in flour and cook for 1 minute. Gradually whisk in chicken broth until smooth. Bring to a boil, then reduce heat and simmer for 10 minutes, or until thickened. Stir in peas, parsley, salt, and pepper.
4. **Assemble the pie:** Pour chicken mixture into a 9-inch pie plate. Top with the pie crust. Crimp edges to seal. Cut several vents in the top crust to allow steam to escape.
5. **Bake** in preheated oven for 30-35 minutes, or until crust is golden brown and filling is bubbly. Let cool for 10 minutes before serving.",2.733832314218661
Ginger Cookies,"[""1/2 c. applesauce"", ""3 pkg. sweetener"", ""1/8 tsp. ginger"", ""pinch of salt"", ""2/3 c. powdered milk"", ""1/2 tsp. cinnamon"", ""pinch of cloves""][""Mix all dry ingredients together thoroughly; add applesauce. Mix well."", ""Drop by teaspoon onto a nonstick cookie sheet."", ""Bake at 350\u00b0 for 10 to 15 minutes.""]","Create a recipe for the dish Ginger Cookies. Include the [ingredients], and [directions]. 
Here is an example of a recipe:\n\[title]: No-Bake Nut Cookies\n [ingredients]: [""1 c. firmly packed brown sugar"", ""1/2 c. evaporated milk"", ""1/2 tsp. vanilla"", ""1/2 c. broken nuts (pecans)"", ""2 Tbsp. butter or margarine"", ""3 1/2 c. bite size shredded rice biscuits""]\n [directions]: [""In a heavy 2-quart saucepan, mix brown sugar, nuts, evaporated milk and butter or margarine."", ""Stir over medium heat until mixture bubbles all over top."", ""Boil and stir 5 minutes more. Take off heat."", ""Stir in vanilla and cereal; mix well."", ""Using 2 teaspoons, drop and shape into 30 clusters on wax paper."", ""Let stand until firm, about 30 minutes.""]

## Ginger Cookies

**[ingredients]:**
* 1/2 cup (1 stick) unsalted butter, softened
* 1/2 cup granulated sugar
* 1/2 cup packed brown sugar
* 1 large egg
* 1/4 cup molasses
* 2 1/4 cups all-purpose flour
* 1 teaspoon baking soda
* 1 teaspoon ground ginger
* 1 teaspoon ground cinnamon
* 1/2 teaspoon ground cloves
* 1/4 teaspoon salt

**[directions]:**

1. Preheat oven to 350°F (175°C). Line baking sheets with parchment paper.
2. In a large bowl, cream together the softened butter, granulated sugar, and brown sugar until light and fluffy.
3. Beat in the egg and molasses until well combined.
4. In a separate bowl, whisk together the flour, baking soda, ginger, cinnamon, cloves, and salt.
5. Gradually add the dry ingredients to the wet ingredients, mixing until just combined. Do not overmix.
6. Roll dough into 1-inch balls. Place balls onto prepared baking sheets, leaving about 2 inches between each cookie.
7. Flatten each ball slightly with a fork, creating a criss-cross pattern.
8. Bake for 8-10 minutes, or until edges are golden brown.
9. Let cool on baking sheets for a few minutes before transferring to a wire rack to cool completely.",2.62482404063081
Bacon Nuts,"[""1 can water chestnuts, drained (8 oz.)"", ""1/4 c. soy sauce"", ""1/2 lb. bacon""][""Soak water chestnuts in soy sauce for 4 hours."", ""Wrap each chestnut in a 1/2 strip of bacon and secure with a toothpick. Broil until brown.""]","Create a recipe for the dish Bacon Nuts. Include the [ingredients], and [directions]. 
Here is an example of a recipe:\n\[title]: No-Bake Nut Cookies\n [ingredients]: [""1 c. firmly packed brown sugar"", ""1/2 c. evaporated milk"", ""1/2 tsp. vanilla"", ""1/2 c. broken nuts (pecans)"", ""2 Tbsp. butter or margarine"", ""3 1/2 c. bite size shredded rice biscuits""]\n [directions]: [""In a heavy 2-quart saucepan, mix brown sugar, nuts, evaporated milk and butter or margarine."", ""Stir over medium heat until mixture bubbles all over top."", ""Boil and stir 5 minutes more. Take off heat."", ""Stir in vanilla and cereal; mix well."", ""Using 2 teaspoons, drop and shape into 30 clusters on wax paper."", ""Let stand until firm, about 30 minutes.""]

\[title]: Bacon Nuts
[ingredients]: [""1/2 lb. bacon, chopped"", ""1 cup pecans, halved"", ""1/4 cup chopped walnuts"", ""1/4 teaspoon salt"", ""1/8 teaspoon black pepper""]
[directions]: [""Preheat oven to 350 degrees F (175 degrees C)."", ""In a large bowl, combine bacon, pecans, walnuts, salt, and pepper."", ""Spread mixture evenly on a baking sheet lined with parchment paper."", ""Bake for 15-20 minutes, or until bacon is crispy and nuts are fragrant."", ""Remove from oven and let cool completely on baking sheet."", ""Store in an airtight container at room temperature.""]",4.413261629539399
Pina Colada Cake,"[""1 box Duncan Hines butter cake mix"", ""4 eggs"", ""1/2 c. oil"", ""1 c. water"", ""1 can cream of coconut"", ""1 can crushed pineapple (optional)"", ""1 large Cool Whip"", ""flaked coconut""][""Preheat oven to 350\u00b0."", ""Mix cake mix, eggs, oil and water. Bake in an oblong pan for 30 minutes."", ""Remove from oven and poke holes in cake."", ""Stir and then pour the cream of coconut over the cake while it is hot."", ""Refrigerate cake to cool."", ""Top cake with crushed pineapple, Cool Whip and coconut."", ""Keep refrigerated.""]","Create a recipe for the dish Pina Colada Cake. Include the [ingredients], and [directions]. 
Here is an example of a recipe:\n\[title]: No-Bake Nut Cookies\n [ingredients]: [""1 c. firmly packed brown sugar"", ""1/2 c. evaporated milk"", ""1/2 tsp. vanilla"", ""1/2 c. broken nuts (pecans)"", ""2 Tbsp. butter or margarine"", ""3 1/2 c. bite size shredded rice biscuits""]\n [directions]: [""In a heavy 2-quart saucepan, mix brown sugar, nuts, evaporated milk and butter or margarine."", ""Stir over medium heat until mixture bubbles all over top."", ""Boil and stir 5 minutes more. Take off heat."", ""Stir in vanilla and cereal; mix well."", ""Using 2 teaspoons, drop and shape into 30 clusters on wax paper."", ""Let stand until firm, about 30 minutes.""]

## Pina Colada Cake

[ingredients]:
* **Cake:**
    * 1 1/2 cups all-purpose flour
    * 1 1/2 teaspoons baking powder
    * 1/4 teaspoon salt
    * 1/2 cup (1 stick) unsalted butter, softened
    * 1 1/4 cups granulated sugar
    * 2 large eggs
    * 1 teaspoon vanilla extract
    * 1/2 cup pineapple juice
    * 1/4 cup coconut milk
* **Filling:**
    * 1 (14-ounce) can sweetened condensed milk
    * 1/2 cup pineapple juice
    * 1/4 cup coconut cream
    * 1 teaspoon rum extract (optional)
* **Topping:**
    * 1 cup heavy cream
    * 1/4 cup powdered sugar
    * 1/4 cup shredded coconut
    * Maraschino cherries for garnish

[directions]:

**Cake:**

1. Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x13 inch baking pan.
2. In a medium bowl, whisk together flour, baking powder, and salt.
3. In a large bowl, cream together butter and sugar until light and fluffy. Beat in eggs one at a time, then stir in vanilla extract.
4. Gradually add dry ingredients to the wet ingredients, alternating with pineapple juice and coconut milk, beginning and ending with dry ingredients. Beat until just combined.
5. Pour batter into prepared pan and bake for 30-35 minutes, or until a toothpick inserted into the center comes out clean.
6. Let cake cool in pan for 10 minutes before inverting onto a wire rack to cool completely.

**Filling:**

1. While the cake is cooling, in a medium bowl, whisk together condensed milk, pineapple juice, coconut cream, and rum extract (if using) until smooth.

**Topping:**

1. In a large bowl, beat heavy cream with powdered sugar until stiff peaks form. 
2. Fold in shredded coconut.

**Assembly:**

1. Once cake is completely cool, use a serrated knife to cut it horizontally into two layers.
2. Spread half of the filling over the bottom layer of cake. Top with the second cake layer and spread the remaining filling over the top.
3.",2.7477698878203674
Grasshopper Salad,"[""1 box pistachio pudding (instant)"", ""1 (12 oz.) Cool Whip"", ""1 can crushed pineapple with the juice"", ""1/2 c. nuts"", ""1 c. mini marshmallows""][""Mix pudding mix and Cool Whip together."", ""Add the rest of the ingredients and stir well."", ""Refrigerate."", ""May be used immediately.""]","Create a recipe for the dish Grasshopper Salad. Include the [ingredients], and [directions]. 
Here is an example of a recipe:\n\[title]: No-Bake Nut Cookies\n [ingredients]: [""1 c. firmly packed brown sugar"", ""1/2 c. evaporated milk"", ""1/2 tsp. vanilla"", ""1/2 c. broken nuts (pecans)"", ""2 Tbsp. butter or margarine"", ""3 1/2 c. bite size shredded rice biscuits""]\n [directions]: [""In a heavy 2-quart saucepan, mix brown sugar, nuts, evaporated milk and butter or margarine."", ""Stir over medium heat until mixture bubbles all over top."", ""Boil and stir 5 minutes more. Take off heat."", ""Stir in vanilla and cereal; mix well."", ""Using 2 teaspoons, drop and shape into 30 clusters on wax paper."", ""Let stand until firm, about 30 minutes.""]


\[title]: Grasshopper Salad
[ingredients]: [""1 (8 ounce) package of cream cheese, softened"", ""1/2 cup of granulated sugar"", ""1/2 cup of finely chopped walnuts"", ""1/2 cup of finely chopped celery"", ""1/4 cup of freshly squeezed lime juice"", ""1/4 cup of unsweetened shredded coconut"", ""1/4 teaspoon of salt"", ""1/4 teaspoon of freshly ground black pepper"", ""1/2 cup of heavy cream"", ""1/4 cup of chopped fresh cilantro"", ""1/4 cup of chopped fresh mint"", ""1/8 cup of finely ground dried chiles""]
[directions]: [""In a large bowl, beat cream cheese and sugar together until smooth."", ""Stir in walnuts, celery, lime juice, coconut, salt, and pepper."", ""In a separate bowl, whip heavy cream until stiff peaks form."", ""Gently fold whipped cream into the cream cheese mixture."", ""Stir in cilantro, mint, and chiles."", ""Cover and refrigerate for at least 2 hours before serving.""]",3.732395372589859
Chocolate Biscotti,"[""1 c. sugar"", ""2 1/2 c. flour"", ""1 tsp. vanilla"", ""1/2 tsp. salt"", ""1 c. butter"", ""1 c. cocoa"", ""1 Tbsp. baking powder"", ""1 tsp. coffee granuales"", ""4 eggs"", ""1 (8oz.) pkg. semi sweet Chocolate chips, melted and opt."", ""1/4 c. almonds, chopped""][""At medium speed beat sugar and butter."", ""Add 1 c. flour and then the rest of the ingredients."", ""Add the other 1 1/2 c. flour."", ""Pat dough into 2 (12x3) loaves."", ""Bake on cookie sheet for 25-30 minutes at 350\u00b0."", ""Remove and cool for 20 minutes."", ""Remove loaves to a cutting board and cut slices about 1/2-inch wide into cookies. Place flat on a cookie sheet and bake again at 350\u00b0 for 20 minutes. Cool completely."", ""Melt chocolate in a double boiler and brush each cookie with the chocolate and sprinkle with the chopped almonds.""]","Create a recipe for the dish Chocolate Biscotti. Include the [ingredients], and [directions]. 
Here is an example of a recipe:\n\[title]: No-Bake Nut Cookies\n [ingredients]: [""1 c. firmly packed brown sugar"", ""1/2 c. evaporated milk"", ""1/2 tsp. vanilla"", ""1/2 c. broken nuts (pecans)"", ""2 Tbsp. butter or margarine"", ""3 1/2 c. bite size shredded rice biscuits""]\n [directions]: [""In a heavy 2-quart saucepan, mix brown sugar, nuts, evaporated milk and butter or margarine."", ""Stir over medium heat until mixture bubbles all over top."", ""Boil and stir 5 minutes more. Take off heat."", ""Stir in vanilla and cereal; mix well."", ""Using 2 teaspoons, drop and shape into 30 clusters on wax paper."", ""Let stand until firm, about 30 minutes.""]

## Chocolate Biscotti

**Ingredients:**

* 1 1/4 cups all-purpose flour
* 1/2 teaspoon baking powder
* 1/4 teaspoon salt
* 1/2 cup granulated sugar
* 1/4 cup unsweetened cocoa powder
* 1/4 cup (1/2 stick) unsalted butter, softened
* 1 large egg
* 1 teaspoon vanilla extract
* 1/2 cup chopped walnuts or chocolate chips (optional)

**Directions:**

1. Preheat oven to 350 degrees F (175 degrees C). Line a baking sheet with parchment paper.
2. In a medium bowl, whisk together flour, baking powder, salt, sugar, and cocoa powder.
3. In a separate bowl, cream together the butter, egg, and vanilla extract until light and fluffy.
4. Gradually add the dry ingredients to the wet ingredients, mixing until just combined. Do not overmix.
5. Stir in the chopped nuts or chocolate chips, if using.
6. Turn the dough out onto a lightly floured surface and shape it into a log about 12 inches long and 3 inches wide.
7. Place the log on the prepared baking sheet and bake for 25-30 minutes, or until firm to the touch.
8. Let the log cool on the baking sheet for 10 minutes.
9. Using a serrated knife, slice the log diagonally into 1/2-inch thick slices.
10. Place the biscotti slices back on the baking sheet, cut side down, and bake for an additional 10-15 minutes, or until golden brown and crisp.
11. Let the biscotti cool completely on a wire rack before serving. 



Enjoy your homemade chocolate biscotti!",2.720755412353196
Velveeta Cheese Fudge,"[""1/2 lb. Velveeta cheese"", ""2 sticks oleo"", ""2 lb. confectioners sugar"", ""1/2 c. cocoa"", ""1 tsp. vanilla"", ""nuts""][""Melt cheese and oleo on low."", ""Mix confectioners sugar, cocoa and vanilla."", ""Pour cheese mixture into sugar mixture."", ""Mix well and add nuts."", ""Pat into buttered dish, 9 x 12-inch."", ""Can be cut immediately."", ""Makes about 2 1/2 pounds.""]","Create a recipe for the dish Velveeta Cheese Fudge. Include the [ingredients], and [directions]. 
Here is an example of a recipe:\n\[title]: No-Bake Nut Cookies\n [ingredients]: [""1 c. firmly packed brown sugar"", ""1/2 c. evaporated milk"", ""1/2 tsp. vanilla"", ""1/2 c. broken nuts (pecans)"", ""2 Tbsp. butter or margarine"", ""3 1/2 c. bite size shredded rice biscuits""]\n [directions]: [""In a heavy 2-quart saucepan, mix brown sugar, nuts, evaporated milk and butter or margarine."", ""Stir over medium heat until mixture bubbles all over top."", ""Boil and stir 5 minutes more. Take off heat."", ""Stir in vanilla and cereal; mix well."", ""Using 2 teaspoons, drop and shape into 30 clusters on wax paper."", ""Let stand until firm, about 30 minutes.""]

\[title]: Velveeta Cheese Fudge
[ingredients]: [""1 (8 ounce) package Velveeta cheese, cubed"", ""1 (14 ounce) can sweetened condensed milk"", ""1/2 cup semisweet chocolate chips"", ""1/4 cup butter"", ""1 teaspoon vanilla extract""]
[directions]: [""In a medium saucepan, combine Velveeta cheese, sweetened condensed milk, chocolate chips, and butter. "", ""Cook over low heat, stirring constantly, until cheese is melted and mixture is smooth. "", ""Remove from heat and stir in vanilla extract. "", ""Pour into a greased 8x8 inch baking dish. "", ""Refrigerate for at least 2 hours before cutting into squares. ""]",4.464427899410884
Pumpkin Crisp,"[""16 oz. c. solid pumpkin"", ""14 oz. c. sweetened condensed milk"", ""1/2 c. sugar"", ""1 tsp. cinnamon"", ""1/2 tsp. nutmeg"", ""3 eggs, beaten"", ""1 box yellow cake mix"", ""1 c. chopped nuts"", ""1 c. margarine""][""Mix first 6 ingredients and pour into greased 9 x 13-inch or two 8 x 8-inch pans."", ""Sprinkle cake mix over mixture."", ""Press nuts into cake mix."", ""Drizzle melted margarine over cake mix."", ""Bake at 350\u00b0 for 1 hour."", ""Can be frozen.""]","Create a recipe for the dish Pumpkin Crisp. Include the [ingredients], and [directions]. 
Here is an example of a recipe:\n\[title]: No-Bake Nut Cookies\n [ingredients]: [""1 c. firmly packed brown sugar"", ""1/2 c. evaporated milk"", ""1/2 tsp. vanilla"", ""1/2 c. broken nuts (pecans)"", ""2 Tbsp. butter or margarine"", ""3 1/2 c. bite size shredded rice biscuits""]\n [directions]: [""In a heavy 2-quart saucepan, mix brown sugar, nuts, evaporated milk and butter or margarine."", ""Stir over medium heat until mixture bubbles all over top."", ""Boil and stir 5 minutes more. Take off heat."", ""Stir in vanilla and cereal; mix well."", ""Using 2 teaspoons, drop and shape into 30 clusters on wax paper."", ""Let stand until firm, about 30 minutes.""]



## Pumpkin Crisp

[ingredients]: 
* **Filling:**
    * 1 (15 ounce) can pumpkin puree
    * 1 cup granulated sugar
    * 1 teaspoon ground cinnamon
    * 1/2 teaspoon ground ginger
    * 1/4 teaspoon ground nutmeg
    * 1/4 teaspoon ground cloves
    * 1/2 cup milk
    * 1 large egg
* **Topping:**
    * 1 cup all-purpose flour
    * 1/2 cup rolled oats
    * 1/2 cup packed brown sugar
    * 1/4 teaspoon salt
    * 1/2 cup (1 stick) unsalted butter, melted 

[directions]: 
1. **Preheat** oven to 350 degrees F (175 degrees C). Grease a 9x13 inch baking dish.
2. **Make the filling:** In a large bowl, whisk together pumpkin puree, granulated sugar, cinnamon, ginger, nutmeg, cloves, milk, and egg until smooth. Pour into the prepared baking dish.
3. **Make the topping:** In a medium bowl, combine flour, oats, brown sugar, and salt. Pour in melted butter and stir until a crumbly mixture forms.
4. **Assemble the crisp:** Sprinkle the topping evenly over the pumpkin filling.
5. **Bake:** Bake in preheated oven for 40-45 minutes, or until the topping is golden brown and the filling is bubbly.
6. **Cool:** Let cool slightly before serving. Enjoy warm with a scoop of vanilla ice cream, if desired.",2.784004879877762
Hummingbird Cake,"[""3 c. all-purpose flour"", ""2 c. sugar"", ""1 tsp. baking soda"", ""1 tsp. salt"", ""1 tsp. cinnamon"", ""3 eggs, beaten"", ""1 c. vegetable oil"", ""1 1/2 tsp. vanilla extract"", ""1 (8 oz.) can crushed pineapple (undrained)"", ""1 c. chopped pecans"", ""2 c. chopped bananas"", ""1/2 c. chopped pecans"", ""1 (8 oz.) pkg. cream cheese"", ""1/2 c. butter or margarine, softened"", ""1 (16 oz.) pkg. powdered sugar, sifted"", ""1 tsp. vanilla""][""Combine first 5 ingredients in a large mixing bowl; add eggs and oil, stirring until dry ingredients are moistened."", ""Do not beat."", ""Stir in vanilla, pineapple, 1 cup pecans and bananas.""]","Create a recipe for the dish Hummingbird Cake. Include the [ingredients], and [directions]. 
Here is an example of a recipe:\n\[title]: No-Bake Nut Cookies\n [ingredients]: [""1 c. firmly packed brown sugar"", ""1/2 c. evaporated milk"", ""1/2 tsp. vanilla"", ""1/2 c. broken nuts (pecans)"", ""2 Tbsp. butter or margarine"", ""3 1/2 c. bite size shredded rice biscuits""]\n [directions]: [""In a heavy 2-quart saucepan, mix brown sugar, nuts, evaporated milk and butter or margarine."", ""Stir over medium heat until mixture bubbles all over top."", ""Boil and stir 5 minutes more. Take off heat."", ""Stir in vanilla and cereal; mix well."", ""Using 2 teaspoons, drop and shape into 30 clusters on wax paper."", ""Let stand until firm, about 30 minutes.""]

## Hummingbird Cake 

**Ingredients:**

* 1 3/4 cups all-purpose flour
* 1 teaspoon baking soda
* 1/2 teaspoon salt
* 1 teaspoon ground cinnamon
* 1/4 teaspoon ground nutmeg
* 1/2 cup (1 stick) unsalted butter, softened
* 3/4 cup granulated sugar
* 2 large eggs
* 1 (8 ounce) can crushed pineapple, drained
* 1 cup chopped fresh pineapple
* 1 cup chopped pecans
* 1/2 cup chopped walnuts

**For the Glaze:**

* 1 cup powdered sugar
* 1/4 cup milk
* 1 tablespoon butter, melted
* 1 teaspoon vanilla extract

**Directions:**

1. Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x13 inch baking pan.
2. In a medium bowl, whisk together the flour, baking soda, salt, cinnamon, and nutmeg. Set aside.
3. In a large bowl, cream together the butter and sugar until light and fluffy. Beat in the eggs one at a time.
4. Stir in the drained crushed pineapple, chopped fresh pineapple, chopped pecans, and chopped walnuts.
5. Gradually add the dry ingredients to the wet ingredients, mixing until just combined. Do not overmix.
6. Pour the batter into the prepared baking pan and spread evenly.
7. Bake for 30-35 minutes, or until a toothpick inserted into the center comes out clean.
8. Let the cake cool in the pan for 10 minutes before inverting it onto a wire rack to cool completely.
9. While the cake is cooling, prepare the glaze. In a small bowl, whisk together the powdered sugar, milk, melted butter, and vanilla extract until smooth.
10. Pour the glaze over the cooled cake and spread evenly. 
11. Let the glaze set before serving. 



Enjoy!",2.7963695355533655
Breakfast Burritos,"[""1/2 lb. mild sausage, cooked"", ""7 eggs"", ""1 oz. diced tomatoes"", ""1/2 oz. minced onion"", ""1/2 tsp. pepper"", ""1/2 oz. mild green chili peppers"", ""cheese (optional)"", ""flour tortillas""][""Beat eggs in separate container."", ""Mix other ingredients."", ""In large skillet, lightly buttered, put sausage mix."", ""Add eggs; stir until eggs are softly cooked."", ""Remove from heat."", ""Place eggs in spaghetti strainer (something to let the juice drain through). Soften flour tortillas."", ""Take 1 tortilla; place 1 slice of cheese in center, then 2 tablespoons of mixture."", ""Wrap in wax paper."", ""Can be frozen."", ""Yields 10 to 12 burritos.""]","Create a recipe for the dish Breakfast Burritos. Include the [ingredients], and [directions]. 
Here is an example of a recipe:\n\[title]: No-Bake Nut Cookies\n [ingredients]: [""1 c. firmly packed brown sugar"", ""1/2 c. evaporated milk"", ""1/2 tsp. vanilla"", ""1/2 c. broken nuts (pecans)"", ""2 Tbsp. butter or margarine"", ""3 1/2 c. bite size shredded rice biscuits""]\n [directions]: [""In a heavy 2-quart saucepan, mix brown sugar, nuts, evaporated milk and butter or margarine."", ""Stir over medium heat until mixture bubbles all over top."", ""Boil and stir 5 minutes more. Take off heat."", ""Stir in vanilla and cereal; mix well."", ""Using 2 teaspoons, drop and shape into 30 clusters on wax paper."", ""Let stand until firm, about 30 minutes.""]

## Breakfast Burritos

**[ingredients]:**

* 10 large flour tortillas
* 1 pound ground sausage (or bacon, chorizo, or vegetarian crumble)
* 1 large onion, chopped
* 1 green bell pepper, chopped
* 1 red bell pepper, chopped
* 1 (15 ounce) can black beans, rinsed and drained
* 1 (10 ounce) can diced tomatoes with green chilies, undrained
* 1 cup shredded cheddar cheese
* 1/2 cup salsa
* Sour cream, for serving (optional)
* Hot sauce, for serving (optional)

**[directions]:**

1. Heat a large skillet over medium heat. Add the ground sausage (or chosen protein) and cook until browned, breaking it up with a spoon. Drain off any excess grease.
2. Add the chopped onion and bell peppers to the skillet and cook until softened, about 5-7 minutes.
3. Stir in the black beans, diced tomatoes with green chilies, and salsa. Bring to a simmer and cook for 5 minutes, allowing the flavors to meld.
4. Warm the tortillas in the microwave or on a griddle.
5. To assemble the burritos, place a spoonful of the sausage mixture in the center of each tortilla. Top with shredded cheese. 
6. Fold in the sides of the tortilla, then fold the bottom up over the filling. Tuck the end of the tortilla in and roll up tightly. 
7. Serve immediately with sour cream and hot sauce, if desired.",2.941330270068361
Frothy Orange Slush,"[""1 (6 oz.) can frozen orange juice concentrate"", ""1 c. water"", ""1/4 c. sugar"", ""1/3 c. milk"", ""1 tsp. vanilla"", ""12 ice cubes""][""Mix all ingredients in a blender until ice cubes make a slush. Pour into glasses."", ""Drink immediately."", ""Store unused portion in freezer.""]","Create a recipe for the dish Frothy Orange Slush. Include the [ingredients], and [directions]. 
Here is an example of a recipe:\n\[title]: No-Bake Nut Cookies\n [ingredients]: [""1 c. firmly packed brown sugar"", ""1/2 c. evaporated milk"", ""1/2 tsp. vanilla"", ""1/2 c. broken nuts (pecans)"", ""2 Tbsp. butter or margarine"", ""3 1/2 c. bite size shredded rice biscuits""]\n [directions]: [""In a heavy 2-quart saucepan, mix brown sugar, nuts, evaporated milk and butter or margarine."", ""Stir over medium heat until mixture bubbles all over top."", ""Boil and stir 5 minutes more. Take off heat."", ""Stir in vanilla and cereal; mix well."", ""Using 2 teaspoons, drop and shape into 30 clusters on wax paper."", ""Let stand until firm, about 30 minutes.""]

## Frothy Orange Slush 

[ingredients]: [""1 cup orange juice"", ""1/2 cup frozen orange segments"", ""1/4 cup sugar (adjust to taste)"", ""1/2 cup ice"", ""Whipped Cream (optional)"", ""Orange slices (optional)""]

[directions]: [""Combine orange juice, frozen orange segments, sugar, and ice in a blender."", ""Blend until smooth and frothy."", ""Pour into glasses and top with whipped cream and an orange slice, if desired."", ""Enjoy immediately!""]",5.4507032316133595
Clams And Cheese,"[""1/2 lb. Velveeta cheese"", ""1 can minced clams"", ""2 medium onions"", ""1/2 green pepper"", ""1/2 tsp. prepared mustard"", ""1 tsp. Worcestershire sauce"", ""3 Tbsp. chili sauce"", ""dash of Tabasco sauce (optional)""][""Melt cheese in a frypan."", ""In another frypan, saute onions and diced peppers in butter; add clams and their juice."", ""Cook over medium heat for 10 minutes; add remaining ingredients.""]","Create a recipe for the dish Clams And Cheese. Include the [ingredients], and [directions]. 
Here is an example of a recipe:\n\[title]: No-Bake Nut Cookies\n [ingredients]: [""1 c. firmly packed brown sugar"", ""1/2 c. evaporated milk"", ""1/2 tsp. vanilla"", ""1/2 c. broken nuts (pecans)"", ""2 Tbsp. butter or margarine"", ""3 1/2 c. bite size shredded rice biscuits""]\n [directions]: [""In a heavy 2-quart saucepan, mix brown sugar, nuts, evaporated milk and butter or margarine."", ""Stir over medium heat until mixture bubbles all over top."", ""Boil and stir 5 minutes more. Take off heat."", ""Stir in vanilla and cereal; mix well."", ""Using 2 teaspoons, drop and shape into 30 clusters on wax paper."", ""Let stand until firm, about 30 minutes.""]

\[title]: Clams And Cheese
 [ingredients]: [""2 lbs littleneck clams, scrubbed"", ""1/2 cup butter"", ""1/4 cup all-purpose flour"", ""1 1/2 cups milk"", ""1/2 cup grated Parmesan cheese"", ""1/4 cup heavy cream"", ""1/4 teaspoon salt"", ""1/4 teaspoon black pepper"", ""1/4 cup chopped fresh parsley"", ""1/2 cup bread crumbs""]
 [directions]: [""1. In a large pot, melt butter over medium heat."", ""2. Whisk in flour and cook for 1 minute."", ""3. Gradually whisk in milk until smooth. Bring to a simmer and cook for 2 minutes, stirring occasionally."", ""4. Stir in Parmesan cheese, cream, salt, and pepper. Simmer for 1 minute more."", ""5. Add clams to the sauce and cook, covered, until clams open, about 5-7 minutes. Discard any clams that do not open."", ""6. Stir in parsley. "", ""7. Pour clam mixture into a greased 9x13 inch baking dish."", ""8. Top with bread crumbs and bake in a preheated oven at 350 degrees F (175 degrees C) for 15-20 minutes, or until golden brown and bubbly.""]",3.2342625601246486
